,tweet_id,text,name,rating
759,754120377874386944,"When you hear your owner say they need to hatch another egg, but you've already been on 17 walks today. 10/10 https://t.co/lFEoGqZ4oA",None,1.0
761,753655901052166144,"""The dogtor is in hahahaha no but seriously I'm very qualified and that tumor is definitely malignant"" 10/10 https://t.co/ULqThwWmLg",None,1.0
762,753420520834629632,Here we are witnessing an isolated squad of bouncing doggos. Unbelievably rare for this time of year. 11/10 for all https://t.co/CCdlwiTwQf,None,1.1
766,753039830821511168,So this just changed my life. 13/10 please enjoy  https://t.co/dsv4xAtfv7,None,1.3
770,752682090207055872,Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS,None,1.0
771,752660715232722944,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr",None,1.0
772,752568224206688256,Here are three doggos completely misjudging an airborne stick. Decent efforts tho. All 9/10 https://t.co/HCXQL4fGVZ,None,0.9
773,752519690950500352,Hopefully this puppo on a swing will help get you through your Monday. 11/10 would push https://t.co/G54yClasz2,None,1.1
774,752334515931054080,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,None,0.8
781,751583847268179968,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,None,0.5
783,751456908746354688,Here's a pupper that's very hungry but too lazy to get up and eat. 12/10 (vid by @RealDavidCortes) https://t.co/lsVAMBq6ex,None,1.2
785,751205363882532864,"""This photographer took pics of her best friend before and after she told them they were beautiful"" 12/10 https://t.co/510gJW9fsy",None,1.2
792,750381685133418496,"13/10 such a good doggo
@spaghemily",None,1.3
793,750147208377409536,"And finally, happy 4th of July from the squad 🇺🇸 13/10 for all https://t.co/Mr8Lr3iOUe",None,1.3
798,750071704093859840,Pause your cookout and admire this pupper's nifty hat. 10/10 https://t.co/RG4C9IdNJM,None,1.0
807,749403093750648834,Duuun dun... duuun dun... dunn  dun. dunn dun. dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun. 10/10 https://t.co/9qdJ2Q1Cwx,None,1.0
813,748977405889503236,What jokester sent in a pic without a dog in it? This is not @rock_rates. This is @dog_rates. Thank you ...10/10 https://t.co/nDPaYHrtNX,None,1.0
815,748705597323898880,#BarkWeek is getting rather heckin terrifying over here. Doin me quite the spooken. 13/10 (vid by @corgi_zero) https://t.co/eA7k1ZQslA,None,1.3
817,748692773788876800,That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7,None,1.0
818,748575535303884801,This is one of the most reckless puppers I've ever seen. How she got a license in the first place is beyond me. 6/10 https://t.co/z5bAdtn9kd,None,0.6
820,748346686624440324,"""So... we meat again"" (I'm so sorry for that pun I couldn't resist pls don't unfollow) 10/10 https://t.co/XFBrrqapZa",None,1.0
821,748337862848962560,SWIM AWAY PUPPER SWIM AWAY 13/10 #BarkWeek  https://t.co/QGGhZoTcwy,None,1.3
823,748307329658011649,"This sherk must've leapt out of the water and into the canoe, trapping the human. Won't even help paddle smh. 7/10 https://t.co/KubWEqOIgO",None,0.7
824,748220828303695873,Stop what you're doing and watch this heckin masterpiece right here. Both 13/10 https://t.co/3BOVI2WZoH,None,1.3
825,747963614829678593,PUPPER NOOOOO BEHIND YOUUU 10/10 pls keep this pupper in your thoughts https://t.co/ZPfeRtOX0Q,None,1.0
826,747933425676525569,Pls don't send more sherks. I don't care how seemingly floofy they are. It does me so much frighten. Thank u. 11/10 https://t.co/oQqlOsla4R,None,1.1
827,747885874273214464,This is a mighty rare blue-tailed hammer sherk. Human almost lost a limb trying to take these. Be careful guys. 8/10 https://t.co/TGenMeXreW,None,0.8
829,747816857231626240,Viewer discretion is advised. This is a terrible attack in progress. Not even in water (tragic af). 4/10 bad sherk https://t.co/L3U0j14N5R,None,0.4
830,747651430853525504,Other pupper asked not to have his identity shared. Probably just embarrassed about the headbutt. Also 12/10 it'll be ok mystery pup,None,1.2
833,747594051852075008,Again w the sharks guys. This week is about dogs ACTING or DRESSING like sharks. NOT actual sharks. Thank u ...11/10 https://t.co/Ie2mWXWjpr,None,1.1
834,747512671126323200,Guys pls stop sending actual sharks. It's too dangerous for me and the people taking the photos. Thank you ...10/10 https://t.co/12lICZN2SP,None,1.0
835,747461612269887489,Never seen a shark hold another shark like this before. Must be evolving. Both 10/10 please only send dogs though https://t.co/x4IUNKV79Y,None,1.0
839,747103485104099331,"Guys... I said DOGS with ""shark qualities"" or ""costumes."" Not actual sharks. This did me a real frighten ...11/10 https://t.co/DX1JUHJVN7",None,1.1
840,746906459439529985,"PUPDATE: can't see any. Even if I could, I couldn't reach them to pet. 0/10 much disappointment https://t.co/c7WXaB2nqX",None,0.0
841,746872823977771008,This is a carrot. We only rate dogs. Please only send in dogs. You all really should know this by now ...11/10 https://t.co/9e48aPrBm2,None,1.1
842,746818907684614144,"Guys... Dog Jesus 2.0
13/10 buoyant af https://t.co/CuNA7OwfKQ",None,1.3
843,746790600704425984,When you just can't resist... 10/10 topnotch tongue https://t.co/jeWEGUgbXf,None,1.0
846,746542875601690625,Here's a golden floofer helping with the groceries. Bed got in way. Still 11/10 helpful af (vid by @categoen) https://t.co/6ZRoZUWFmd,None,1.1
848,746369468511756288,This is an Iraqi Speed Kangaroo. It is not a dog. Please only send in dogs. I'm very angry with all of you ...9/10 https://t.co/5qpBTTpgUt,None,0.9
854,745422732645535745,We only rate dogs. Pls stop sending in non-canines like this Jamaican Flop Seal. This is very very frustrating. 9/10 https://t.co/nc53zEN0hZ,None,0.9
862,744234799360020481,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,None,1.3
863,744223424764059648,"This is actually a pupper and I'd pet it so well. 12/10
https://t.co/RNqS7C4Y4N",None,1.2
865,743895849529389061,When you're given AUX cord privileges from the back seat and accidentally start blasting an audiobook... both 10/10 https://t.co/gCCrY8P0K9,None,1.0
871,743222593470234624,This is a very rare Great Alaskan Bush Pupper. Hard to stumble upon without spooking. 12/10 would pet passionately https://t.co/xOBKCdpzaa,None,1.2
873,742534281772302336,"For anyone who's wondering, this is what happens after a doggo catches it's tail... 11/10 https://t.co/G4fNhzelDv",None,1.1
875,742465774154047488,"Was just informed about this hero pupper and others like her. Another 14/10, would be an absolute honor to pet https://t.co/hBTzPmj36Z",None,1.4
880,741793263812808706,When your crush won't pay attention to you. Both 10/10 tragic af https://t.co/d3LELGVlqu,None,1.0
885,741067306818797568,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,None,1.2
887,740711788199743490,Here we are witnessing the touchdown of a pupnado. It's not funny it's actually very deadly. 9/10 might still pet https://t.co/CmLoKMbOHv,None,0.9
890,740373189193256964,"After so many requests, this is Bretagne. She was the last surviving 9/11 search dog, and our second ever 14/10. RIP https://t.co/XAVDNDaVgQ",None,0.8181818181818182
891,740365076218183684,When the photographer forgets to tell you where to look... 10/10 https://t.co/u1GHWxhC85,None,1.0
897,739623569819336705,Here's a doggo that don't need no human. 12/10 independent af (vid by @MichelleLiuCee) https://t.co/vdgtdb6rON,None,1.2
899,739544079319588864,This... is a Tyrannosaurus rex. We only rate dogs. Please only send in dogs. Thank you ...10/10 https://t.co/zxw8d5g94P,None,1.0
901,739238157791694849,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,None,1.3
902,738891149612572673,@mount_alex3 13/10,None,1.3
904,738883359779196928,When a single soap orb changes your entire perception of the universe... 10/10 https://t.co/9eCXpVExJc,None,1.0
906,738402415918125056,"""Don't talk to me or my son ever again"" ...10/10 for both https://t.co/s96OYXZIfK",None,1.0
907,738184450748633089,"For the last time, we only rate dogs. Pls stop sending other animals like this Duck-Billed Platypus. Thank you. 9/10 https://t.co/twxYcPOafl",None,0.9
912,737678689543020544,We only rate dogs. Pls stop sending in non-canines like this Slovak Car Bunny. It makes my job very difficult. 11/10 https://t.co/VflvQLH2y5,None,1.1
913,737445876994609152,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT,None,1.3
915,737310737551491075,Everybody stop what you're doing and watch these puppers enjoy summer. Both 13/10 https://t.co/wvjqSCN6iC,None,1.3
917,736392552031657984,Say hello to mad pupper. You know what you did. 13/10 would pet until no longer furustrated https://t.co/u1ulQ5heLX,None,1.3
919,736225175608430592,We only rate dogs. Please stop sending in non-canines like this Alaskan Flop Turtle. This is very frustrating. 10/10 https://t.co/qXteK6Atxc,None,1.0
920,736010884653420544,Right after you graduate vs when you remember you're on your own now and can barely work a washing machine ...10/10 https://t.co/O1TLuYjsNS,None,1.0
922,735648611367784448,*faints* 12/10 perfection in pupper form https://t.co/t6TxTwTLEK,None,1.2
924,735274964362878976,We only rate dogs. Please stop sending in your 31 year old sons that won't get out of your house. Thank you... 11/10 https://t.co/aTU53NNUkt,None,1.1
928,734787690684657664,This dog is more successful than I will ever be. 13/10 absolute legend https://t.co/BPoaHySYwA,None,1.3
930,734559631394082816,When your friend is turnt af and you're just trying to chill. 10/10 (vid by @presgang) https://t.co/OufVDk23JC,None,1.0
933,733482008106668032,"""Ello this is dog how may I assist"" ...10/10 https://t.co/jeAENpjH7L",None,1.0
935,733109485275860992,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",None,1.2
938,732585889486888962,"When your teacher agreed on 10,000 RTs and no final but after 24 hours you only have 37... 10/10 https://t.co/sVnJfWVjUp",None,1.0
942,731156023742988288,Say hello to this unbelievably well behaved squad of doggos. 204/170 would try to pet all at once https://t.co/yGQI3He3xv,None,1.2
943,730924654643314689,We only rate dogs. Pls stop sending non-canines like this Bulgarian Eyeless Porch Bear. This is unacceptable... 9/10 https://t.co/2yctWAUZ3Z,None,0.9
949,729838605770891264,"""Challenge completed"" 
(pupgraded to 12/10) https://t.co/85dTK7XCXB",None,1.2
952,729113531270991872,"""Challenge accepted""
10/10 https://t.co/vNjvr5Bl9u",None,1.0
954,728760639972315136,"When you're way too slow for the ""down low"" portion of a high five. 13/10 https://t.co/Cofwoy7Vpq",None,1.3
960,728035342121635841,This is all I want in my life. 12/10 for super sleepy pupper https://t.co/4RlLA5ObMh,None,1.2
963,727644517743104000,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,None,1.3
964,727524757080539137,This pupper had to undergo emergency haircut surgery so he could hear again. 10/10 miraculous af https://t.co/fUyDIFkBwx,None,1.0
965,727314416056803329,This pupper was about to explain where that dirt came from but then decided against it. 11/10 https://t.co/SbaelU6zRs,None,1.1
966,727286334147182592,I swear to god if we get sent another Blue Madagascan Peacock we'll deactivate. We 👏 Only 👏 Rate 👏 Dogs... 9/10 https://t.co/bbta2Q4URK,None,0.9
968,727155742655025152,When you're trying to enjoy yourself but end up having to take care of your way too drunk friend. 11/10 https://t.co/BRkhj6tdN0,None,1.1
972,726224900189511680,I'm getting super heckin frustrated with you all sending in non canines like this ostrich. We only rate dogs... 9/10 https://t.co/Rgbni2Ns8z,None,0.9
976,725458796924002305,"Pup had to be removed cuz it wouldn't have been fair to the opposing team. 13/10 absolute legend ⚽️
https://t.co/BHICimO58W",None,1.3
978,724771698126512129,Nothin better than a doggo and a sunset. 11/10 https://t.co/JlFqOhrHEs,None,1.1
987,722974582966214656,Happy 4/20 from the squad! 13/10 for all https://t.co/eV1diwds8a,None,0.2
993,720415127506415616,Garden's coming in nice this year. 10/10 https://t.co/5Lra3e4rrw,None,1.0
998,719991154352222208,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV,None,1.0
1006,718631497683582976,We normally don't rate marshmallows but this one appears to be flawlessly toasted so I'll make an exception. 10/10 https://t.co/D9jbbmPmos,None,1.0
1008,718540630683709445,Get you a pup that can do both. 10/10 https://t.co/zSbyvm62xZ,None,1.0
1010,718454725339934721,"This pic is old but I hadn't seen it until today and had to share. Creative af. 13/10 very good boy, would pet well https://t.co/4kD16wMA1Z",None,1.3
1014,717790033953034240,"Here's a badass mystery pupper. You weren't aware that you owe him money, but you do. 10/10 shades sick af https://t.co/fv9e9AtzSG",None,1.0
1015,717537687239008257,People please. This is a Deadly Mediterranean Plop T-Rex. We only rate dogs. Only send in dogs. Thanks you... 11/10 https://t.co/2ATDsgHD4n,None,1.1
1022,716730379797970944,"There has clearly been a mistake. Pup did nothing wrong. 12/10 would help escape
https://t.co/Juid3nnLbC",None,1.2
1026,716080869887381504,Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu,None,1.1
1028,715758151270801409,This is old now but it's absolutely heckin fantastic and I can't not share it with you all. 13/10  https://t.co/wJX74TSgzP,None,1.3
1029,715733265223708672,This is a taco. We only rate dogs. Please only send in dogs. Dogs are what we rate. Not tacos. Thank you... 10/10 https://t.co/cxl6xGY8B9,None,1.0
1039,714962719905021952,Just in case anyone's having a bad day. 12/10 would bounce with https://t.co/T9sgP9ttnQ,None,1.2
1042,714606013974974464,Here are two lil cuddly puppers. Both 12/10 would snug like so much https://t.co/zO4eb7C4tG,None,1.2
1046,714214115368108032,Happy Easter from the squad! 🐇🐶 13/10 for all https://t.co/YMx4KWJUAB,None,1.3
1047,714141408463036416,"I know we only rate dogs, but since it's Easter I guess we could rate a bunny for a change. 10/10 petable as hell https://t.co/O2RlKXigHu",None,1.0
1050,713900603437621249,Happy Saturday here's 9 puppers on a bench. 99/90 good work everybody https://t.co/mpvaVxKmc1,None,1.1
1052,713411074226274305,Here we see an extremely rare Bearded Floofmallow. Only a few left in the wild. 11/10 would pet with a purpose https://t.co/jVJJKlPbvq,None,1.1
1056,712717840512598017,Please don't send in any more polar bears. We only rate dogs. Thank you... 10/10 https://t.co/83RGhdIQz2,None,1.0
1059,712309440758808576,"Reminder that we made our first set of stickers available! All are 12/10 would stick
Use code ""pupper"" at checkout🐶

https://t.co/kJIMNyMNKV",None,1.2
1060,712097430750289920,I can't even comprehend how confused this dog must be right now. 10/10 https://t.co/8AGcQ4hIfK,None,1.0
1066,711732680602345472,I want to hear the joke this dog was just told. 10/10 https://t.co/1KiuZqqOD4,None,1.0
1067,711694788429553666,Oh. My. God. 13/10 magical af https://t.co/Ezu6jQrKAZ,None,1.3
1069,711363825979756544,"""Please, no puparazzi"" 11/10 https://t.co/nJIXSPfedK",None,1.1
1070,711306686208872448,What hooligan sent in pictures w/out a dog in them? Churlish af. 3/10 just bc that's a neat fluffy bean bag chair https://t.co/wcwoGOkZvz,None,0.3
1075,710658690886586372,Here's a brigade of puppers. All look very prepared for whatever happens next. 80/80 https://t.co/0eb7R1Om12,None,1.0
1076,710609963652087808,I've watched this a million times and you probably will too. 12/10 (vid by @emily_galasso) https://t.co/DU7Rb3NDiy,None,1.2
1080,710272297844797440,We 👏🏻 only 👏🏻 rate 👏🏻 dogs. Pls stop sending in non-canines like this Dutch Panda Worm. This is infuriating. 11/10 https://t.co/odfLzBonG2,None,1.1
1081,710269109699739648,"The squad is back for St. Patrick's Day! ☘ 💚
13/10 for all https://t.co/OcCDb2bng5",None,1.3
1084,710117014656950272,This pupper got her hair chalked for her birthday. Hasn't told her parents yet. Rebellious af. 11/10 very nifty https://t.co/h1OX2mLtxV,None,1.1
1086,709901256215666688,"WeRateDogs stickers are here and they're 12/10! Use code ""puppers"" at checkout 🐶🐾

Shop now: https://t.co/k5xsufRKYm https://t.co/ShXk46V13r",None,1.2
1087,709852847387627521,*lets out a tiny whimper and then collapses* ...12/10 https://t.co/BNdVZEHRow,None,1.2
1095,709198395643068416,"From left to right:
Cletus, Jerome, Alejandro, Burp, &amp; Titson
None know where camera is. 45/50 would hug all at once https://t.co/sedre1ivTK",None,0.9
1100,708845821941387268,Here's a pupper with magic eyes. Not wearing a seat belt tho (irresponsible af). Very distracting to driver. 9/10 https://t.co/5DLJB4ssvI,None,0.9
1107,708400866336894977,RT if you are as ready for summer as this pup is 12/10 https://t.co/xdNNEZdGJY,None,1.2
1111,708130923141795840,Please stop sending in non canines like this Guatemalan Twiggle Bunny. We only rate dogs. Only send in dogs... 11/10 https://t.co/XKhobeGuvT,None,1.1
1114,708026248782585858,Everybody stop what you're doing and watch this video. Frank is stuck in a loop. 13/10 (Vid by @klbmatty) https://t.co/5AJs8TIV1U,None,1.3
1116,707983188426153984,@serial @MrRoles OH MY GOD I listened to all of season 1 during a single road trip. I love you guys! I can confirm Bernie's 12/10 rating :),None,1.2
1119,707741517457260545,When your roommate eats your leftover Chili's but you pretend it's no big deal cuz you fat anyway. 10/10 head up pup https://t.co/0nMgoue8IR,None,1.0
1120,707738799544082433,He's doing his best. 12/10 very impressive that he got his license in the first place  https://t.co/2vRmkkOLcN,None,1.2
1122,707629649552134146,We usually don't rate marshmallows but this one's having so much fun in the snow. 10/10 (vid by @kylejk24) https://t.co/NL2KwOioBh,None,1.0
1125,707411934438625280,"""I shall trip the big pupper with leash. Big pupper will never see it coming. I am a genius."" Both 11/10 https://t.co/uQsCJ8pf51",None,1.1
1127,707377100785885184,This dog just brutally murdered a snowman. Currently toying with its nutritious remains 9/10 would totally still pet https://t.co/iKThgKnW1j,None,0.9
1134,706904523814649856,Ever seen a dog pet another dog? Both 13/10 truly an awe-inspiring scene. (Vid by @mdougherty20) https://t.co/3PoKf6cw7f,None,1.3
1138,706593038911545345,Here's a sneak peek of me on spring break. 10/10 so many tired pups these days https://t.co/6aJrjKfNqX,None,1.0
1140,706516534877929472,Please enjoy this pup in a cooler. Permanently ready for someone to throw a tennis ball his way. 12/10 https://t.co/KUS0xl7XIp,None,1.2
1142,706310011488698368,Here's a very sleepy pupper. Thinks it's an airplane. 12/10 would snug for eternity https://t.co/GGmcTIkBbf,None,1.2
1143,706291001778950144,When you're just relaxin and having a swell time but then remember you have to fill out the FAFSA ...11/10 https://t.co/qy33OBcexg,None,1.1
1145,706169069255446529,"He was doing his best. 12/10 I'll be his lawyer
https://t.co/WN4C6miCzR",None,1.2
1151,705786532653883392,"Seriously, add us 🐶 11/10 for sad wet pupper https://t.co/xwPE9faVZR",None,1.1
1152,705591895322394625,"""Ma'am, for the last time, I'm not authorized to make that type of transaction"" 11/10 https://t.co/nPTBsdm3BF",None,1.1
1160,704871453724954624,I found a forest Pipsy. 12/10 https://t.co/mIQ1KoVsmU,None,1.2
1161,704859558691414016,Here is a heartbreaking scene of an incredible pupper being laid to rest. 10/10 RIP pupper https://t.co/81mvJ0rGRu,None,1.0
1162,704847917308362754,"""Yes hi could I get a number 4 with no pickles"" ...12/10 https://t.co/kQPVxqA3gq",None,1.2
1164,704761120771465216,This pupper killed this great white in an epic sea battle. Now wears it as a trophy. Such brave. Much fierce. 13/10 https://t.co/Lu0ECu5tO5,None,1.3
1165,704499785726889984,When you wake up from a long nap and have no idea who you are. 12/10 https://t.co/dlF93GLnDc,None,1.2
1166,704491224099647488,"13/10 hero af
@ABC",None,1.3
1170,704134088924532736,This sneezy pupper is just adorable af. 12/10 (vid by @gwilks1) https://t.co/h5aI0Tim4j,None,1.2
1172,704054845121142784,Here is a whole flock of puppers.  60/50 I'll take the lot https://t.co/9dpcw6MdWa,None,1.2
1173,703774238772166656,"""YOU CAN'T HANDLE THE TRUTH"" both 10/10 https://t.co/ZvxdB4i9AG",None,1.0
1174,703769065844768768,When you're trying to watch your favorite tv show but your friends keep interrupting. 10/10 relatable af https://t.co/QQZDCYl6zT,None,1.0
1177,703425003149250560,"Really guys? Again? I know this is a rare Albanian Bingo Seal, but we only rate dogs. Only send in dogs... 9/10 https://t.co/6JYLpUmBrC",None,0.9
1178,703407252292673536,This pupper doesn't understand gates. 10/10 so close https://t.co/GUbFF4o6dZ,None,1.0
1181,703268521220972544,Happy Friday here's a sleepy pupper 12/10 https://t.co/eBcqv9SPkY,None,1.2
1182,703079050210877440,This is a Butternut Cumberfloof. It's not windy they just look like that. 11/10 back at it again with the red socks https://t.co/hMjzhdUHaW,None,1.1
1183,703041949650034688,This is an East African Chalupa Seal. We only rate dogs. Please only send in dogs. Thank you... 10/10 https://t.co/iHe6liLwWR,None,1.0
1189,702539513671897089,This is a Wild Tuscan Poofwiggle. Careful not to startle. Rare tongue slip. One eye magical. 12/10 would def pet https://t.co/4EnShAQjv6,None,1.2
1191,702321140488925184,Please enjoy this picture as much as I did. 12/10 https://t.co/7u8mM99Tj5,None,1.2
1192,702276748847800320,"""AND IIIIIIIIIIIEIIIIIIIIIIIII WILL ALWAYS LOVE YOUUUUU"" 11/10 https://t.co/rSNCEiTtfI",None,1.1
1193,702217446468493312,"I know it's tempting, but please stop sending in pics of Donald Trump. Thank you ...9/10 https://t.co/y35Y1TJERY",None,0.9
1197,701805642395348998,Please pray for this pupper. Nothing wrong with her she just can't stop getting hit with banana peels. 11/10 https://t.co/8sdVenUAqr,None,1.1
1201,701214700881756160,"I'm not sure what's happening here, but it's pretty spectacular. 12/10 for both https://t.co/JKXh0NbBNL",None,1.2
1203,700864154249383937,"""Pupper is a present to world. Here is a bow for pupper."" 12/10 precious as hell https://t.co/ItSsE92gCW",None,1.2
1206,700747788515020802,We only rate dogs. Pls stop sending in non-canines like this Mongolian grass snake. This is very frustrating. 11/10 https://t.co/22x9SbCYCU,None,1.1
1211,700151421916807169,If a pupper gave that to me I'd probably start shaking and faint from all the joy. 11/10 https://t.co/o9aJVPB25n,None,1.1
1212,700143752053182464,When it's Janet from accounting's birthday but you can't eat the cake cuz it's chocolate. 10/10 hang in there pupper https://t.co/Fbdr5orUrJ,None,1.0
1218,699779630832685056,Take all my money. 10/10 https://t.co/B28ebc5LzQ,None,1.0
1222,699434518667751424,I know this is a tad late but here's a wonderful Valentine's Day pupper 12/10 https://t.co/hTE2PEwGvi,None,1.2
1223,699423671849451520,"""Don't ever talk to me or my son again."" ...both 10/10 https://t.co/b8ncwl6TlE",None,1.0
1226,699323444782047232,"""I'm bathing the children what do you want?""  ...both 10/10 https://t.co/Rizm1LWh4z",None,1.0
1229,699072405256409088,ERMAHGERD 12/10 please enjoy https://t.co/7WrAWKdBac,None,1.2
1231,699036661657767936,HAPPY V-DAY FROM YOUR FAV PUPPER SQUAD 13/10 for all https://t.co/7u6VnZ1UFe,None,1.3
1234,698907974262222848,This dog is never sure if he's doing the right thing. 10/10 https://t.co/GXq43zFfBu,None,1.0
1237,698635131305795584,Here we are witnessing five Guatemalan Birch Floofs in their natural habitat. All 12/10 (Vid by @pootdanielle) https://t.co/rb8nzVNh7F,None,1.2
1244,697995514407682048,"""Dammit hooman quit playin I jus wanna wheat thin"" 11/10 https://t.co/yAASRDPJnQ",None,1.1
1248,697630435728322560,Pls make sure ur dogs have gone through some barkour training b4 they attempt stunts like this. 8/10 https://t.co/VmF35YvtqP,None,0.8
1249,697616773278015490,This pupper doubles as a hallway rug. Very rare. Versatile af. 11/10 https://t.co/Jxd5pR02Cn,None,1.1
1250,697596423848730625,Here's a pupper with a piece of pizza. Two of everybody's favorite things in one photo. 11/10 https://t.co/5USjFjKI7Z,None,1.1
1254,697463031882764288,Happy Wednesday here's a bucket of pups. 44/40 would pet all at once https://t.co/HppvrYuamZ,None,1.1
1260,696894894812565505,These two pirates crashed their ship and don't know what to do now. Very irresponsible of them. Both 9/10 https://t.co/RJvUjgGH5z,None,0.9
1261,696886256886657024,Guys I found the dog from Up. 12/10 https://t.co/WqoZtX9jmJ,None,1.2
1266,696518437233913856,Oh my god 10/10 for every little hot dog pupper,None,1.0
1267,696490539101908992,After reading the comments I may have overestimated this pup. Downgraded to a 1/10. Please forgive me,None,0.1
1268,696488710901260288,12/10 revolutionary af https://t.co/zKzq4nIY86,None,1.2
1270,696100768806522880,This poor pupper has been stuck in a vortex since last week. Please keep her in your thoughts. 10/10 https://t.co/7ODQWHwYDx,None,1.0
1271,695816827381944320,Here's a dog enjoying a sunset. 11/10 would trade lives with https://t.co/VsQdLxrv9h,None,1.1
1273,695767669421768709,If you are aware of who is making these please let me know. 13/10 vroom vroom https://t.co/U0D1sbIDrG,None,1.3
1275,695446424020918272,We normally don't rate unicorns but this one has 3 ears so it must be super rare. 12/10 majestic af https://t.co/f9qlKiv39T,None,1.2
1278,695095422348574720,This is just a beautiful pupper good shit evolution. 12/10 https://t.co/2L8pI0Z2Ib,None,1.2
1280,695064344191721472,"This may be the greatest video I've ever been sent. 4/10 for Charles the puppy, 13/10 overall. (Vid by @stevenxx_) https://t.co/uaJmNgXR2P",None,0.4
1282,694925794720792577,Please only send in dogs. This t-rex is very scary. 5/10 ...might still pet (vid by @helizabethmicha) https://t.co/Vn6w5w8TO2,None,0.5
1285,694356675654983680,"This pupper only appears through the hole of a Funyun. Much like Phineas, this one is also mysterious af. 10/10 https://t.co/SQsEBWxPyG",None,1.0
1287,694342028726001664,It's okay pup. This happens every time I listen to @adele also. 11/10 (vid by @_larirutschmann) https://t.co/oCImpQuoRb,None,1.1
1289,694206574471057408,"""Martha come take a look at this. I'm so fed up with the media's unrealistic portrayal of dogs these days."" 10/10 https://t.co/Sd4qAdSRqI",None,1.0
1292,693993230313091072,These lil fellas are the best of friends. 12/10 for both. 1 like = 1 friend (vid by @CassieBrookee15) https://t.co/gzRghPC61H,None,1.2
1294,693647888581312512,What kind of person sends in a pic without a dog in it? So churlish. Neat rug tho 7/10 https://t.co/LSTAwTdTaw,None,0.7
1295,693644216740769793,BREAKING PUPDATE: I've just been notified that (if in U.S.) this dog appears to be operating the vehicle. Upgraded to 10/10. Skilled af,None,1.0
1297,693629975228977152,This pupper is afraid of its own feet. 12/10 would comfort https://t.co/Tn9Mp0oPoJ,None,1.2
1298,693622659251335168,When you keepin the popcorn bucket in your lap and she reach for some... 10/10 https://t.co/a1IrjaID3X,None,1.0
1300,693582294167244802,"Personally I'd give him an 11/10. Not sure why you think you're qualified to rate such a stellar pup.
@CommonWhiteGirI",None,1.1
1304,693262851218264065,I hope you guys enjoy this beautiful snowy pupper as much as I did. 11/10 https://t.co/DYUsHtL2aR,None,1.1
1307,693109034023534592,"""Thank you friend that was a swell petting"" 11/10 (vid by @MatthewjamesMac) https://t.co/NY3cPAZAIM",None,1.1
1309,692919143163629568,Please only send in dogs. Don't submit other things like this pic of Kenny Chesney in a bathtub. Thank you. 9/10 https://t.co/TMpDHHGspy,None,0.9
1311,692901601640583168,"""Fuck the system"" 10/10 https://t.co/N0OADmCnVV",None,1.0
1313,692828166163931137,This pupper just descended from heaven. 12/10 can probably fly https://t.co/X6X9wM7NuS,None,1.2
1314,692752401762250755,"""Hello yes could I get one pupper to go please thank you""
Both 13/10 https://t.co/kYWcXbluUu",None,1.3
1318,692423280028966913,PUPDATE: just noticed this dog has some extra legs. Very advanced. Revolutionary af. Upgraded to a 9/10,None,0.9
1320,692187005137076224,This is a rare Arctic Wubberfloof. Unamused by the happenings. No longer has the appetites. 12/10 would totally hug https://t.co/krvbacIX0N,None,1.2
1322,692142790915014657,These are some pictures of Teddy that further justify his 13/10 rating. Please enjoy https://t.co/tDkJAnQsbQ,None,1.3
1326,691793053716221953,We usually don't rate penguins but this one is in need of a confidence boost after that slide. 10/10 https://t.co/qnMJHBxPuo,None,1.0
1327,691756958957883396,"THE BRITISH ARE COMING
THE BRITISH ARE COMING
10/10 https://t.co/frGWV7IP6J",None,1.0
1329,691483041324204033,When bae says they can't go out but you see them with someone else that same night. 5/10 &amp; 10/10 for heartbroken pup https://t.co/aenk0KpoWM,None,0.5
1332,691416866452082688,I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k,None,1.3
1334,691096613310316544,Here we see one dog giving a puptalk to another dog. Both are focused af. Left one has powerful feet. 11/10 for both https://t.co/fUacc13OrW,None,1.1
